split,sample_id,source_group,noise_index,timestep_index,noise_seed,t,winner_full_residual,winner_mask_residual,winner_boundary_residual,winner_outside_residual,winner_pred_norm,winner_target_norm,winner_noise_norm,winner_z0_norm,loser_full_residual,loser_mask_residual,loser_boundary_residual,loser_outside_residual,loser_pred_norm,loser_target_norm,loser_noise_norm,loser_z0_norm
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,2,2,20278973,0.55,0.2762269675731659,0.04514360800385475,0.2217695564031601,0.28064242005348206,755.0703735351562,756.8816528320312,572.1763305664062,495.32012939453125,0.28531697392463684,0.15624265372753143,0.30499547719955444,0.2867586016654968,748.9918212890625,748.4616088867188,572.1763305664062,482.2088928222656
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,2,3,20278973,0.75,0.1606360524892807,0.0588858537375927,0.20402315258979797,0.16141347587108612,744.8867797851562,756.8816528320312,572.1763305664062,495.32012939453125,0.16365015506744385,0.15956635773181915,0.20392923057079315,0.16263417899608612,738.942138671875,748.4616088867188,572.1763305664062,482.2088928222656
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,3,0,20288146,0.15,1.4287004470825195,0.15514929592609406,0.6012356281280518,1.4636808633804321,891.8764038085938,756.5413208007812,572.9271240234375,495.32012939453125,1.4316608905792236,0.3711045980453491,0.6697834134101868,1.4616239070892334,884.934814453125,748.0825805664062,572.9271240234375,482.2088928222656
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,3,1,20288146,0.35,0.5829187631607056,0.05788243189454079,0.3276589512825012,0.5956410765647888,791.8438720703125,756.5413208007812,572.9271240234375,495.32012939453125,0.5985077023506165,0.2029780149459839,0.42991888523101807,0.6074725985527039,785.6210327148438,748.0825805664062,572.9271240234375,482.2088928222656
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,3,2,20288146,0.55,0.27487149834632874,0.04840895161032677,0.22419677674770355,0.27924275398254395,755.0503540039062,756.5413208007812,572.9271240234375,495.32012939453125,0.2845824062824249,0.19160369038581848,0.3090362548828125,0.2853536605834961,748.6641235351562,748.0825805664062,572.9271240234375,482.2088928222656
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,3,3,20288146,0.75,0.16055476665496826,0.07528915256261826,0.21495863795280457,0.1609884351491928,744.3728637695312,756.5413208007812,572.9271240234375,495.32012939453125,0.16364049911499023,0.1667570024728775,0.21539945900440216,0.1624196469783783,738.2005615234375,748.0825805664062,572.9271240234375,482.2088928222656
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,0,0,20261636,0.15,0.0471215657889843,0.34661126136779785,0.2978486120700836,0.043432027101516724,672.85693359375,669.11962890625,573.2679443359375,346.1949768066406,0.014515206217765808,0.40625977516174316,0.35528698563575745,0.009500628337264061,666.3511352539062,668.9614868164062,573.2679443359375,346.1057434082031
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,0,1,20261636,0.35,0.011812694370746613,0.18162710964679718,0.14134562015533447,0.009906571358442307,667.4169921875,669.11962890625,573.2679443359375,346.1949768066406,0.006800232920795679,0.24902357161045074,0.2079416662454605,0.003840365679934621,665.7896118164062,668.9614868164062,573.2679443359375,346.1057434082031
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,0,2,20261636,0.55,0.005935092456638813,0.1237173080444336,0.0926375463604927,0.0046592350117862225,667.2366333007812,669.11962890625,573.2679443359375,346.1949768066406,0.005363624542951584,0.29188987612724304,0.2122991532087326,0.0023184947203844786,666.1773681640625,668.9614868164062,573.2679443359375,346.1057434082031
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,0,3,20261636,0.75,0.003914091270416975,0.08975283056497574,0.06600449979305267,0.003000408411026001,667.2279663085938,669.11962890625,573.2679443359375,346.1949768066406,0.00493142893537879,0.33913344144821167,0.22325246036052704,0.0017187570920214057,666.7711791992188,668.9614868164062,573.2679443359375,346.1057434082031
