split,sample_id,source_group,profile,noise_index,timestep_index,noise_seed,t,winner_full_residual,winner_mask_residual,winner_boundary_residual,winner_affected_residual,winner_local_residual,winner_outside_residual,winner_pred_norm,winner_target_norm,winner_noise_norm,winner_z0_norm,loser_full_residual,loser_mask_residual,loser_boundary_residual,loser_affected_residual,loser_local_residual,loser_outside_residual,loser_pred_norm,loser_target_norm,loser_noise_norm,loser_z0_norm,winner_local_score,loser_local_score,preference_margin_proxy,preference_violation_proxy,outside_sanity_residual,gradient_proxy_norm
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,2,20269801,0.25,0.913941502571106,0.07853570580482483,0.43814706802368164,2.8964521884918213,2.8712596893310547,0.17659196257591248,832.0704345703125,757.4993286132812,572.330322265625,495.32012939453125,0.9236124157905579,0.2393357902765274,0.5323598980903625,2.934157133102417,2.9097399711608887,0.17647449672222137,825.01171875,749.0640869140625,572.330322265625,482.4098205566406,3.194061428308487,3.4396728724241257,0.24561144411563873,-0.24561144411563873,0.17659196257591248,2.622850690536587
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,3,20269801,0.35,0.5823760032653809,0.052816592156887054,0.326177179813385,1.9243708848953247,1.9080696105957031,0.094841368496418,792.4445190429688,757.4993286132812,572.330322265625,495.32012939453125,0.5989000201225281,0.17337286472320557,0.4313454329967499,1.9893205165863037,1.9736814498901367,0.09488395601511002,786.0645141601562,749.0640869140625,572.330322265625,482.4098205566406,2.1402760669589043,2.378366097807884,0.23809003084897995,-0.23809003084897995,0.09488395601511002,2.180993396508978
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,4,20269801,0.5,0.3257543742656708,0.044466376304626465,0.23700174689292908,1.0982239246368408,1.0894570350646973,0.04871950298547745,761.822998046875,757.4993286132812,572.330322265625,495.32012939453125,0.3382304608821869,0.16083689033985138,0.3383488059043884,1.1474281549453735,1.1393647193908691,0.048480696976184845,755.6263427734375,749.0640869140625,572.330322265625,482.4098205566406,1.2611911743879318,1.4774394482374191,0.2162482738494873,-0.2162482738494873,0.04871950298547745,1.7189761186458752
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,5,20269801,0.65,0.2065512239933014,0.05336635187268257,0.21446363627910614,0.7016131281852722,0.6966233849525452,0.029600093141198158,749.7593994140625,757.4993286132812,572.330322265625,495.32012939453125,0.2131616622209549,0.15440066158771515,0.2632102966308594,0.7276134490966797,0.7230061292648315,0.029451146721839905,743.4806518554688,749.0640869140625,572.330322265625,482.4098205566406,0.8622112981975079,1.0136192589998245,0.15140796080231667,-0.15140796080231667,0.029600093141198158,1.4238112648801629
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,6,20269801,0.8,0.14347994327545166,0.09547515958547592,0.24162212014198303,0.4900987148284912,0.4873984456062317,0.01969611831009388,744.8425903320312,757.4993286132812,572.330322265625,495.32012939453125,0.14494718611240387,0.18019318580627441,0.1963561773300171,0.4963616728782654,0.4934160113334656,0.01968478411436081,739.7619018554688,749.0640869140625,572.330322265625,482.4098205566406,0.7063849344849586,0.7747329473495483,0.06834801286458969,-0.06834801286458969,0.01969611831009388,1.2447754394665316
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,1,7,20269801,0.95,0.11869923025369644,0.6105889678001404,0.5042977929115295,0.4132721722126007,0.4130513370037079,0.014288905076682568,737.285400390625,757.4993286132812,572.330322265625,495.32012939453125,0.11017034202814102,0.3013109266757965,0.23098064959049225,0.3797489404678345,0.3780817687511444,0.014281658455729485,736.6386108398438,749.0640869140625,572.330322265625,482.4098205566406,1.2760100364685059,0.7965501919388771,-0.47945984452962875,0.47945984452962875,0.014288905076682568,1.5975043264220012
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,0,20278974,0.05,2.835641622543335,0.4745805263519287,1.085996389389038,4.935007572174072,4.894331455230713,1.8114356994628906,1031.9144287109375,757.3209228515625,572.46240234375,495.32012939453125,2.84212064743042,0.8398640751838684,1.1372305154800415,4.981800079345703,4.941473960876465,1.8066861629486084,1026.695556640625,748.6956787109375,572.46240234375,482.4098205566406,5.95258629322052,6.390279412269592,0.43769311904907227,-0.43769311904907227,1.8114356994628906,3.5749907446788143
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,1,20278974,0.15,1.430134892463684,0.16398315131664276,0.6105430126190186,3.981661558151245,3.946603775024414,0.41503778100013733,891.9737548828125,757.3209228515625,572.46240234375,495.32012939453125,1.4321097135543823,0.4335135519504547,0.686302661895752,3.9904072284698486,3.9561665058135986,0.4145960211753845,884.8167724609375,748.6956787109375,572.46240234375,482.4098205566406,4.450916215777397,4.767072111368179,0.31615589559078217,-0.31615589559078217,0.41503778100013733,3.087740957842215
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,2,20278974,0.25,0.9138439297676086,0.08632094413042068,0.44212016463279724,2.89766001701355,2.8724582195281982,0.17643007636070251,831.3945922851562,757.3209228515625,572.46240234375,495.32012939453125,0.9207164645195007,0.24095483124256134,0.5322234034538269,2.9242660999298096,2.899876832962036,0.1763475388288498,823.9247436523438,748.6956787109375,572.46240234375,482.4098205566406,3.205041043460369,3.4313326328992844,0.22629158943891525,-0.22629158943891525,0.17643007636070251,2.6196689229363637
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,3,20278974,0.35,0.5836378335952759,0.05906271934509277,0.32891207933425903,1.9293195009231567,1.9130196571350098,0.09490440040826797,792.0478515625,757.3209228515625,572.46240234375,495.32012939453125,0.6001397967338562,0.18438196182250977,0.43631505966186523,1.9943708181381226,1.9786376953125,0.09492775797843933,785.5185546875,748.6956787109375,572.46240234375,482.4098205566406,2.152838259935379,2.396910309791565,0.2440720498561859,-0.2440720498561859,0.09492775797843933,2.1894795316657176
