seed,sample_id,metric,delta,improved
20260621,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,strict_mask_pixel_psnr,8.110198039090985,True
20260621,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,strict_mask_pixel_psnr,7.924233774833475,True
20260621,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,strict_mask_pixel_psnr,25.320442798484205,True
20260621,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,strict_mask_pixel_psnr,7.3055061186461145,True
20260621,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,strict_mask_pixel_psnr,5.524567821072878,True
20260621,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,strict_mask_pixel_psnr,-1.5825798855954254,False
20260621,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,strict_mask_pixel_psnr,-1.1902152828830204,False
20260621,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,strict_mask_pixel_psnr,17.292286457269956,True
20260621,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,strict_mask_pixel_psnr,4.183899753956737,True
20260621,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,strict_mask_pixel_psnr,-5.16430766714366,False
20260621,vp2_vor_bg_49f_BLENDER_BEACH001_00305,boundary_pixel_psnr,11.193658516336203,True
20260621,vp2_vor_bg_49f_BLENDER_BEACH024_00003,boundary_pixel_psnr,13.167352034682892,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST015_00002,boundary_pixel_psnr,24.524359083799364,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST034_00543,boundary_pixel_psnr,17.01571041442147,True
20260621,vp2_vor_bg_49f_BLENDER_RIVER016_00009,boundary_pixel_psnr,18.439845987753124,True
20260621,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,boundary_pixel_psnr,20.789809855505823,True
20260621,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,boundary_pixel_psnr,18.17388385608794,True
20260621,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,boundary_pixel_psnr,12.521700203818586,True
20260621,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,boundary_pixel_psnr,22.722657082189986,True
20260621,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,boundary_pixel_psnr,18.183479231315175,True
20260621,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,boundary_pixel_psnr,6.466479103578166,True
20260621,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,boundary_pixel_psnr,3.0978204917320014,True
20260621,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,boundary_pixel_psnr,7.702987967309593,True
20260621,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,boundary_pixel_psnr,17.282607876388553,True
20260621,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,boundary_pixel_psnr,10.205016617660043,True
20260621,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,boundary_pixel_psnr,1.0469238971267139,True
20260621,vp2_vor_bg_49f_BLENDER_BEACH001_00305,whole_video_lpips,-0.04121342817476639,True
20260621,vp2_vor_bg_49f_BLENDER_BEACH024_00003,whole_video_lpips,-0.03925127180991694,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST015_00002,whole_video_lpips,-0.12130780886703481,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST034_00543,whole_video_lpips,-0.16377808095421642,True
20260621,vp2_vor_bg_49f_BLENDER_RIVER016_00009,whole_video_lpips,-0.07035721989814192,True
20260621,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,whole_video_lpips,-0.1113644390522192,True
20260621,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,whole_video_lpips,-0.036546657346965127,True
20260621,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,whole_video_lpips,-0.041200958580399544,True
20260621,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,whole_video_lpips,-0.07979895275396605,True
20260621,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,whole_video_lpips,-0.02297468161365638,True
20260621,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,whole_video_lpips,-0.04369854199467227,True
20260621,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,whole_video_lpips,-0.014509638072922826,True
20260621,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,whole_video_lpips,-0.011459898649870109,True
