step,variant_name,total_loss,dpo_loss,warp_loss,warp_loss_forward,warp_loss_backward,lambda_warp,m_w,m_l,m_w_ref,m_l_ref,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,adapter_residual_norm,adapter_to_base_ratio,residual_scale,confidence_exponent,gate_mean,flow_conf_mean,valid_flow_ratio,warp_valid_ratio,mean_flow_magnitude,motion_score,motion_bin,lr
100,exp19c_lambda020,0.6952393651008606,0.6919663548469543,0.0947265625,0.09423828125,0.095703125,0.02,0.026203304529190063,0.02505134418606758,0.026214350014925003,0.02504665032029152,-0.0004204477882012725,0.0002107162436004728,0.0002107162436004728,0.026203304529190063,7.072719745337963e-05,0.0,0.0003172170272722392,0.0003172170272722392,0.0,0.039630520157516,,0.5,2.0,0.0031577798072248697,0.6818044185638428,0.7374415397644043,0.014320987276732922,0.5382936000823975,0.002644916875144085,low,1e-05
110,exp19c_lambda020,0.7096555233001709,0.6940453052520752,0.40234375,0.408203125,0.396484375,0.02,0.1418284922838211,0.15034860372543335,0.141779825091362,0.1503484845161438,0.0003654061583802104,2.7578440494835377e-05,2.7578440494835377e-05,0.1418284922838211,0.00046214944450184703,0.0,0.0001390022115820442,0.0001390022115820442,0.0,0.051757387816905975,,0.5,2.0,0.0012027114862576127,0.5443441867828369,0.6804458498954773,0.019465019926428795,3.459420919418335,0.024168386485465494,low,1e-05
120,exp19c_lambda020,0.7068379521369934,0.6932190656661987,0.25390625,0.259765625,0.248046875,0.02,0.16644565761089325,0.24350741505622864,0.1664532721042633,0.24359488487243652,-6.19162165094167e-05,-0.00036015192745253444,-0.00036015192745253444,0.16644565761089325,0.00023067097936291248,0.0,6.869345331286118e-05,6.869345331286118e-05,0.0,0.02477533556520939,,0.5,2.0,0.0029971341136842966,0.40426772832870483,0.5951334834098816,0.023868312127888203,6.457436561584473,0.0605339495042334,medium,1e-05
130,exp19c_lambda020,0.710172176361084,0.6930023431777954,0.4453125,0.48828125,0.404296875,0.02,0.15999969840049744,0.1518232375383377,0.16000574827194214,0.15182584524154663,-6.0028702137060463e-05,-5.850433808518574e-06,-5.850433808518574e-06,0.15999969840049744,0.000258738175034523,0.0,8.549179447105871e-05,8.549179447105871e-05,0.0,0.0753919743001461,,0.5,2.0,0.003216155106201768,0.21025493741035461,0.35583528876304626,0.0488271601498127,46.594329833984375,0.7612916854394214,high,1e-05
140,exp19c_lambda020,0.7020053863525391,0.6943989992141724,0.26953125,0.275390625,0.263671875,0.02,0.030650779604911804,0.022668302059173584,0.030633004382252693,0.022659681737422943,0.0006009924109093845,0.000405991158913821,0.000405991158913821,0.030650779604911804,0.0006722346879541874,0.0,6.623547668340835e-05,6.623547668340835e-05,0.0,0.024335414171218872,,0.5,2.0,0.0014057636726647615,0.14198188483715057,0.28044283390045166,0.02977366279810667,13.967205047607422,0.09946223495575636,medium,1e-05
150,exp19c_lambda020,0.6966152787208557,0.6928761005401611,0.130859375,0.134765625,0.1279296875,0.02,0.0055717723444104195,0.004827210679650307,0.005572483874857426,0.004827114753425121,-0.00012058386346325278,-2.825274714268744e-05,-2.825274714268744e-05,0.0055717723444104195,0.0008360510692000389,0.0,0.00014790804807553594,0.00014790804807553594,0.0,0.05493360944092274,,0.5,2.0,0.002414703369140625,0.5918420553207397,0.6942955851554871,0.01709876488894224,0.9769556522369385,0.005376876721757725,low,1e-05
160,exp19c_lambda020,0.7020142078399658,0.6961160898208618,0.220703125,0.220703125,0.220703125,0.02,0.007899938151240349,0.005362739786505699,0.007892008870840073,0.005366472527384758,0.0010246725287288427,-0.0006365789449773729,-0.0006365789449773729,0.007899938151240349,0.001078069326467812,0.0,0.0012483383803612745,0.0012483383803612745,0.0,0.04204413387924433,,0.5,2.0,0.003392525715753436,0.5951243042945862,0.6804603338241577,0.017818929627537727,1.4445427656173706,0.010070823834573646,low,1e-05
170,exp19c_lambda020,0.7009464502334595,0.6918137073516846,0.421875,0.4140625,0.431640625,0.02,0.006702200043946505,0.0060136206448078156,0.006705141626298428,0.006012558937072754,-0.0004616679507307708,0.0002985568135045469,0.0002985568135045469,0.006702200043946505,0.00037477383739314973,0.0,0.00027696130589436994,0.00027696130589436994,0.0,0.029111568972467694,,0.5,2.0,0.0027481825090944767,0.14573419094085693,0.2754720151424408,0.030349793843925,17.875553131103516,0.11956407048246386,medium,1e-05
180,exp19c_lambda020,0.6969541311264038,0.6918455362319946,0.212890625,0.2099609375,0.21484375,0.02,0.011090856976807117,0.008834353648126125,0.011095637455582619,0.008832861669361591,-0.00047869019908830523,0.00017529624165035784,0.00017529624165035784,0.011090856976807117,0.00028158939676359296,0.0,0.00024225302459762466,0.00024225302459762466,0.0,0.08704771101474762,,0.5,2.0,0.005537510383874178,0.6439921259880066,0.7076214551925659,0.018806584179401398,1.7984294891357422,0.011325414089721025,low,1e-05
190,exp19c_lambda020,0.6930201649665833,0.6904252767562866,0.099609375,0.09912109375,0.10009765625,0.02,0.0022794706746935844,0.0022291659843176603,0.002282162895426154,0.0022301175631582737,-0.0011952109634876251,-0.00039068213663995266,-0.00039068213663995266,0.0022794706746935844,0.0004820062895305455,0.0,0.00010323284068179404,0.00010323284068179404,0.0,0.03372843936085701,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
200,exp19c_lambda020,0.7019186019897461,0.6917988657951355,0.2734375,0.275390625,0.26953125,0.02,0.089111328125,0.14280253648757935,0.0891554206609726,0.14275014400482178,-0.0004533313913270831,0.0003506754292175174,0.0003506754292175174,0.089111328125,0.0002015298668993637,0.0,5.063790954292182e-05,5.063790954292182e-05,0.0,0.034039628226310015,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
210,exp19c_lambda020,0.7098270058631897,0.6934506297111511,0.404296875,0.439453125,0.369140625,0.02,0.15939389169216156,0.15110349655151367,0.15937624871730804,0.1511203646659851,9.478630818193778e-05,-0.0001030380735755898,-0.0001030380735755898,0.15939389169216156,0.00035007239785045385,0.0,8.65081139411925e-06,8.65081139411925e-06,0.0,0.0035132775010424666,,0.5,2.0,0.0004013677826151252,0.24986471235752106,0.3756251335144043,0.02621399238705635,28.550878524780273,0.22006385289830757,high,1e-05
220,exp19c_lambda020,0.709233820438385,0.6932830214500427,0.41796875,0.408203125,0.42578125,0.02,0.14657875895500183,0.15085193514823914,0.14657193422317505,0.15086247026920319,4.4497952330857515e-05,-3.753823330043815e-05,-3.753823330043815e-05,0.14657875895500183,0.00026003539096564054,0.0,7.049486745190208e-05,7.049486745190208e-05,0.0,0.0655798465013504,,0.5,2.0,0.0026458404026925564,0.3907897472381592,0.5596318244934082,0.017839505337178707,4.448780059814453,0.028261927850654265,low,1e-05
230,exp19c_lambda020,0.7011798620223999,0.694786548614502,0.2470703125,0.2470703125,0.2470703125,0.02,0.014103032648563385,0.02008444257080555,0.014092694967985153,0.020080583170056343,0.0007047869148664176,0.00020246229541953653,0.00020246229541953653,0.014103032648563385,0.0007443130016326904,0.0,0.00011404632241622749,0.00011404632241622749,0.0,0.021120190620422363,,0.5,2.0,0.0030947448685765266,0.08496865630149841,0.18382282555103302,0.011728395242244005,3.193809747695923,0.0040858974710465705,low,1e-05
240,exp19c_lambda020,0.7047571539878845,0.6932425498962402,0.30078125,0.30078125,0.302734375,0.02,0.10227203369140625,0.10749651491641998,0.10227097570896149,0.10751905292272568,3.94336530007422e-06,-0.00013277280959300697,-0.00013277280959300697,0.10227203369140625,0.00038901297375559807,0.0,0.00015612217062570393,0.00015612217062570393,0.0,0.13758204132318497,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
250,exp19c_lambda020,0.7016412615776062,0.6952592134475708,0.244140625,0.2412109375,0.2470703125,0.02,0.008530925959348679,0.0073822541162371635,0.008522843942046165,0.007380216382443905,0.0009100889437831938,0.0002753528533503413,0.0002753528533503413,0.008530925959348679,0.0010726938489824533,0.0,0.0002784950370455675,0.0002784950370455675,0.0,0.04786047811148819,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
260,exp19c_lambda020,0.7028171420097351,0.694362998008728,0.35546875,0.353515625,0.35546875,0.02,0.012962091714143753,0.011280091479420662,0.012956639751791954,0.011280967853963375,0.00045273624709807336,-0.00012800161493942142,-0.00012800161493942142,0.012962091714143753,0.0006954631535336375,0.0,7.965195162650095e-05,7.965195162650095e-05,0.0,0.01592606715007605,,0.5,2.0,0.0010186659637838602,0.3708358407020569,0.6194366216659546,0.015843620523810387,9.003364562988281,0.0645521336012085,medium,1e-05
270,exp19c_lambda020,0.7146096229553223,0.6936357021331787,0.4609375,0.50390625,0.419921875,0.02,0.22900773584842682,0.17805877327919006,0.22897189855575562,0.17806610465049744,0.0001796223223209381,-6.166873208712786e-05,-6.166873208712786e-05,0.22900773584842682,0.00030719515052624047,0.0,2.1095625996395637e-05,2.1095625996395637e-05,0.0,0.012957447848748416,,0.5,2.0,0.0006591755081899464,0.10076743364334106,0.24139179289340973,0.029691358096897602,39.811302185058594,0.25431878899733285,high,1e-05
280,exp19c_lambda020,0.7022551894187927,0.6930914521217346,0.25390625,0.25390625,0.255859375,0.02,0.0762234479188919,0.04698912426829338,0.07622088491916656,0.04697606712579727,4.872605495620519e-05,0.00028586937696672976,0.00028586937696672976,0.0762234479188919,0.0002866439172066748,1.0,3.105553814766834e-05,3.105553814766834e-05,0.0,0.030363876896444708,,0.5,2.0,0.002900464227423072,0.643592119216919,0.6893717646598816,0.020288066007196903,2.1742398738861084,0.013217844966038589,low,1e-05
290,exp19c_lambda020,0.6964905261993408,0.6927216053009033,0.125,0.12451171875,0.125,0.02,0.017878104001283646,0.019323887303471565,0.01788162812590599,0.019324613735079765,-0.00019421640899963677,-8.927905582822859e-05,-8.927905582822859e-05,0.017878104001283646,0.00037261738907545805,0.0,6.901468647654949e-05,6.901468647654949e-05,0.0,0.01656765109510161,,0.5,2.0,0.0011051723267883062,0.4652700424194336,0.6608549356460571,0.018024691380560398,1.184842586517334,0.006226293440544898,low,1e-05
300,exp19c_lambda020,0.7006071209907532,0.6930157542228699,0.314453125,0.310546875,0.318359375,0.02,0.021968290209770203,0.01818406768143177,0.021971939131617546,0.018192872405052185,-0.00017510607722215354,-0.00048652401892468333,-0.00048652401892468333,0.021968290209770203,0.0002063329884549603,0.0,0.00018089502663966309,0.00018089502663966309,0.0,0.08582279086112976,,0.5,2.0,0.00565233314409852,0.3554583787918091,0.6076793074607849,0.03347736597061157,6.315011024475098,0.09510475162566731,medium,1e-05
310,exp19c_lambda020,0.6999089121818542,0.6928842067718506,0.31640625,0.3046875,0.326171875,0.02,0.0022534800227731466,0.0021364414133131504,0.0022540432401001453,0.00213794969022274,-0.00033327413257211447,-0.0008898523519746959,-0.0008898523519746959,0.0022534800227731466,0.0005949354963377118,0.0,0.00015929004041003114,0.00015929004041003114,0.0,0.04511752724647522,,0.5,2.0,0.002498221816495061,0.4762653410434723,0.6237383484840393,0.018353909254074097,8.310358047485352,0.0783172812003251,medium,1e-05
320,exp19c_lambda020,0.7022985219955444,0.6947396397590637,0.30859375,0.296875,0.3203125,0.02,0.004925291053950787,0.0053019714541733265,0.004922051914036274,0.005302322097122669,0.0006071282550692558,-8.273603452835232e-05,-8.273603452835232e-05,0.004925291053950787,0.001148049021139741,0.0,5.106635445123437e-05,5.106635445123437e-05,0.0,0.02962447702884674,,0.5,2.0,0.0017953175120055676,0.6097738146781921,0.7171230316162109,0.01693415641784668,3.8880321979522705,0.027719276803758602,low,1e-05
330,exp19c_lambda020,0.6982095241546631,0.6947386264801025,0.1171875,0.11669921875,0.11767578125,0.02,0.008335314691066742,0.006386930588632822,0.008330470882356167,0.006388088688254356,0.0005916327936574817,-0.00017391814617440104,-0.00017391814617440104,0.008335314691066742,0.0007042728830128908,0.0,0.00021992855494874065,0.00021992855494874065,0.0,0.04671228746883571,,0.5,2.0,0.005973374471068382,0.5488095283508301,0.6508204340934753,0.017325103282928467,0.6949496269226074,0.00404770645981501,low,1e-05
340,exp19c_lambda020,0.7051554918289185,0.6928997039794922,0.373046875,0.375,0.37109375,0.02,0.09270395338535309,0.08814126253128052,0.09271535277366638,0.08814655244350433,-0.00010574542102403939,-2.5079352781176567e-05,-2.5079352781176567e-05,0.09270395338535309,0.00017426424892619252,0.0,4.431017568036672e-05,4.431017568036672e-05,0.0,0.037959735840559006,,0.5,2.0,0.004914011340588331,0.5845353007316589,0.6953137516975403,0.01761316880583763,0.9461253881454468,0.004817077044709943,low,1e-05
350,exp19c_lambda020,0.7002630829811096,0.6915123462677002,0.30859375,0.3125,0.306640625,0.02,0.049569930881261826,0.06101689115166664,0.04961013048887253,0.0610504150390625,-0.0007963795796968043,-0.0005630303639918566,-0.0005630303639918566,0.049569930881261826,0.00010768128413474187,0.0,9.219378234241029e-05,9.219378234241029e-05,0.0,0.0582701014354825,,0.5,2.0,0.00279054488055408,0.45474639534950256,0.650148332118988,0.0192592591047287,4.600341320037842,0.02808300102066212,low,1e-05
360,exp19c_lambda020,0.6992613673210144,0.6924499273300171,0.30078125,0.302734375,0.298828125,0.02,0.007969520054757595,0.006249639205634594,0.007971958257257938,0.006250325590372086,-0.00030697014881297946,-0.00010434356227051467,-0.00010434356227051467,0.007969520054757595,0.00040103873470798135,0.0,0.0002882588150259751,0.0002882588150259751,0.0,0.041643816977739334,,0.5,2.0,0.006394420750439167,0.5482755899429321,0.7086522579193115,0.016419753432273865,1.2500369548797607,0.007418859310402104,low,1e-05
370,exp19c_lambda020,0.7037757635116577,0.6931948661804199,0.37109375,0.376953125,0.365234375,0.02,0.055968888103961945,0.046503253281116486,0.05596352368593216,0.04648427292704582,0.00011235046258661896,0.0003764632565435022,0.0003764632565435022,0.055968888103961945,0.00036670302506536245,0.0,0.0003627782444990892,0.0003627782444990892,0.0,0.15284625813364983,,0.5,2.0,0.010796577669680119,0.35915228724479675,0.48114392161369324,0.03934156335890293,21.469566345214844,0.3851625885238336,high,1e-05
380,exp19c_lambda020,0.7032802700996399,0.6928907632827759,0.27734375,0.279296875,0.2734375,0.02,0.09205672144889832,0.08891831338405609,0.09206842631101608,0.088918536901474,-9.80469339992851e-05,2.128820779034868e-05,2.128820779034868e-05,0.09205672144889832,0.0002324698434676975,0.0,7.47658464342279e-05,7.47658464342279e-05,0.0,0.037008386105298996,,0.5,2.0,0.0052427565678954124,0.6408964991569519,0.6952950358390808,0.015843620523810387,1.279646873474121,0.005832752818219793,low,1e-05
390,exp19c_lambda020,0.7021716237068176,0.6931585669517517,0.25390625,0.25390625,0.25390625,0.02,0.07368436455726624,0.14983728528022766,0.07368353009223938,0.1498255878686905,-6.106791261117905e-06,-4.034208177472465e-05,-4.034208177472465e-05,0.07368436455726624,0.0002629282244015485,0.0,0.0001357680727637848,0.0001357680727637848,0.0,0.05282359290868044,,0.5,2.0,0.003392525715753436,0.5951243042945862,0.6804603338241577,0.017818929627537727,1.4445427656173706,0.010070823834573646,low,1e-05
400,exp19c_lambda020,0.7033646702766418,0.6935567259788513,0.31640625,0.318359375,0.314453125,0.02,0.06361714750528336,0.06329112499952316,0.06360290199518204,0.06327598541975021,0.0002253865241073072,0.00024819630198180676,0.00024819630198180676,0.06361714750528336,0.0003099325986113399,0.0,0.00016361419522698694,0.00016361419522698694,0.0,0.07424196600914001,,0.5,2.0,0.0100991390645504,0.5973686575889587,0.6499071717262268,0.019897119142115116,1.9077751636505127,0.014132927889354841,low,1e-05
410,exp19c_lambda020,0.7169451713562012,0.6927809715270996,0.28125,0.27734375,0.283203125,0.02,0.36902323365211487,0.3781614601612091,0.3690764904022217,0.3781343400478363,-0.00013290485367178917,5.5450516811106354e-05,5.5450516811106354e-05,0.36902323365211487,9.782166307559237e-05,0.0,2.8931572348541823e-05,2.8931572348541823e-05,0.0,0.0734815951436758,,0.5,2.0,0.002383735729381442,0.4436855912208557,0.6805109977722168,0.017407407984137535,3.59214448928833,0.028864502427460758,low,1e-05
420,exp19c_lambda020,0.6997848749160767,0.6929700970649719,0.23828125,0.2392578125,0.2373046875,0.02,0.0331420823931694,0.02327316626906395,0.033143483102321625,0.023273374885320663,-6.832554936408997e-05,1.5976766007952392e-05,1.5976766007952392e-05,0.0331420823931694,0.0003969257522840053,0.0,7.044078910114595e-05,7.044078910114595e-05,0.0,0.041737581603229046,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
430,exp19c_lambda020,0.7013937830924988,0.6932302713394165,0.29296875,0.294921875,0.291015625,0.02,0.038536589592695236,0.02932029403746128,0.0385349839925766,0.02931745909154415,7.352950342465192e-05,0.00016512483125552535,0.00016512483125552535,0.038536589592695236,0.0003772733616642654,0.0,0.0004250269791448188,0.0004250269791448188,0.0,0.08920853398740292,,0.5,2.0,0.004822365939617157,0.5954691171646118,0.678535521030426,0.021646090783178806,3.570413112640381,0.0272805408867067,low,1e-05
440,exp19c_lambda020,0.7012063264846802,0.6918174028396606,0.33984375,0.34375,0.3359375,0.02,0.0502384752035141,0.04788528010249138,0.05026424676179886,0.047875408083200455,-0.0004893343430012465,0.00017416506307199597,0.00017416506307199597,0.0502384752035141,7.155784260248765e-05,0.0,0.00022158974687087134,0.00022158974687087134,0.0,0.10183179378509521,,0.5,2.0,0.0047400109469890594,0.5193545818328857,0.6411964893341064,0.028086419217288494,7.703596591949463,0.11774117346539877,medium,1e-05
450,exp19c_lambda020,0.6962063908576965,0.6930259466171265,0.06982421875,0.06884765625,0.07080078125,0.02,0.031233271583914757,0.02699231170117855,0.031232984736561775,0.026987560093402863,-3.289123924332671e-06,0.00018327310681343079,0.00018327310681343079,0.031233271583914757,0.00022261390404310077,1.0,0.00014624739322710245,0.00014624739322710245,0.0,0.042789559811353683,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
460,exp19c_lambda020,0.7151426672935486,0.69283527135849,0.36328125,0.37109375,0.357421875,0.02,0.2972872853279114,0.4336496591567993,0.29732078313827515,0.4336215555667877,-9.66128209256567e-05,0.00011468525917734951,0.00011468525917734951,0.2972872853279114,0.00017984672740567476,1.0,2.1052185689354102e-05,2.1052185689354102e-05,0.0,0.06543689593672752,,0.5,2.0,0.0016473191790282726,0.5459138751029968,0.6599814891815186,0.019094649702310562,2.6461825370788574,0.017328717216540692,low,1e-05
470,exp19c_lambda020,0.7013024091720581,0.693100094795227,0.365234375,0.384765625,0.345703125,0.02,0.007525281980633736,0.006335183046758175,0.00752504076808691,0.006333580706268549,6.280661909841001e-05,0.00033535834518261254,0.00033535834518261254,0.007525281980633736,0.000532326870597899,1.0,0.0003534582890083849,0.0003534582890083849,0.0,0.0982073713093996,,0.5,2.0,0.008110749535262585,0.4353393316268921,0.5721318125724792,0.049444444477558136,27.09123420715332,0.6635852514069039,high,1e-05
480,exp19c_lambda020,0.7082209587097168,0.6937929391860962,0.2392578125,0.2451171875,0.2333984375,0.02,0.18472513556480408,0.6674060225486755,0.18468952178955078,0.6674251556396484,0.00025060767075046897,-2.7925940230488777e-05,-2.7925940230488777e-05,0.18472513556480408,0.0004004935035482049,0.0,0.0001055045554447809,0.0001055045554447809,0.0,0.0638392111286521,,0.5,2.0,0.004855224397033453,0.45580077171325684,0.6612955927848816,0.021975308656692505,2.735058069229126,0.02236538588602607,low,1e-05
490,exp19c_lambda020,0.7010391354560852,0.693690299987793,0.29296875,0.259765625,0.326171875,0.02,0.021828021854162216,0.015335151925683022,0.021822426468133926,0.015333571471273899,0.00024980740272440016,0.00013312004739418626,0.00013312004739418626,0.021828021854162216,0.00039806606946513057,0.0,0.00010477368775568917,0.00010477368775568917,0.0,0.032018053985666484,,0.5,2.0,0.0021164773497730494,0.3178124725818634,0.44789376854896545,0.03421810641884804,42.260494232177734,0.5257722833428924,high,1e-05
500,exp19c_lambda020,0.6989416480064392,0.6927801370620728,0.244140625,0.251953125,0.2373046875,0.02,0.01416205707937479,0.011840006336569786,0.014164526015520096,0.011840194463729858,-0.0001623851858312264,-4.654098302125931e-05,-4.654098302125931e-05,0.01416205707937479,0.0005706179654225707,0.0,0.0002019410063032233,0.0002019410063032233,0.0,0.060995051984718884,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
